country,region,year,population,income_per_person,life_expectancy
Afghanistan,asia,1926,7830000,1680,31.1
Afghanistan,asia,1927,7420000,1710,31.1
Afghanistan,asia,1928,7100000,1740,31.2
Afghanistan,asia,1929,6870000,1770,31.3
Afghanistan,asia,1930,6720000,1790,31.3
Afghanistan,asia,1931,6640000,1820,31.4
Afghanistan,asia,1932,6640000,1850,31.4
Afghanistan,asia,1933,6640000,1880,31.5
Afghanistan,asia,1934,6640000,1910,31.6
Afghanistan,asia,1935,6640000,1940,31.6
Afghanistan,asia,1936,6640000,1970,31.7
Afghanistan,asia,1937,6640000,2000,31.8
Afghanistan,asia,1938,6660000,2030,31.8
Afghanistan,asia,1939,6700000,2060,31.9
Afghanistan,asia,1940,6770000,2090,31.9
Afghanistan,asia,1941,6850000,2130,32
Afghanistan,asia,1942,6950000,2160,32.1
Afghanistan,asia,1943,7060000,2190,32.1
Afghanistan,asia,1944,7170000,2220,32.2
Afghanistan,asia,1945,7280000,2260,32.2
Afghanistan,asia,1946,7390000,2290,32.3
Afghanistan,asia,1947,7500000,2320,32.4
Afghanistan,asia,1948,7620000,2360,32.4
Afghanistan,asia,1949,7750000,2390,32.5
Afghanistan,asia,1950,7840000,2420,32.9
Afghanistan,asia,1951,7940000,2460,33.6
Afghanistan,asia,1952,8039999.999999999,2570,34.3
Afghanistan,asia,1953,8150000,2580,35
Afghanistan,asia,1954,8270000,2580,35.7
Afghanistan,asia,1955,8400000,2640,36.4
Afghanistan,asia,1956,8540000,2590,37.1
Afghanistan,asia,1957,8680000,2680,37.9
Afghanistan,asia,1958,8830000,2710,38.6
Afghanistan,asia,1959,9000000,2740,39.3
Afghanistan,asia,1960,9170000,2700,40
Afghanistan,asia,1961,9350000,2680,40.8
Afghanistan,asia,1962,9540000,2670,41.5
Afghanistan,asia,1963,9740000,2650,42.3
Afghanistan,asia,1964,9960000,2640,43
Afghanistan,asia,1965,10200000,2600,43.7
Afghanistan,asia,1966,10400000,2600,44.5
Afghanistan,asia,1967,10600000,2620,45.2
Afghanistan,asia,1968,10900000,2590,45.9
Afghanistan,asia,1969,11200000,2570,46.6
Afghanistan,asia,1970,11500000,2500,46.8
Afghanistan,asia,1971,11800000,2030,46.8
Afghanistan,asia,1972,12100000,2030,46.9
Afghanistan,asia,1973,12400000,2080,47
Afghanistan,asia,1974,12700000,2150,47.1
Afghanistan,asia,1975,12900000,2210,47.3
Afghanistan,asia,1976,13200000,2040,47.5
Afghanistan,asia,1977,13300000,2130,45.9
Afghanistan,asia,1978,13400000,2030,44.4
Afghanistan,asia,1979,13400000,2020,44.1
Afghanistan,asia,1980,13200000,2260,44.9
Afghanistan,asia,1981,12900000,2500,44.6
Afghanistan,asia,1982,12500000,2650,42.8
Afghanistan,asia,1983,12200000,2620,40.5
Afghanistan,asia,1984,11900000,2550,42.4
Afghanistan,asia,1985,11700000,2620,43.4
Afghanistan,asia,1986,11600000,2360,45.5
Afghanistan,asia,1987,11600000,2140,47.9
Afghanistan,asia,1988,11900000,1940,51.7
Afghanistan,asia,1989,12400000,1860,52.6
Afghanistan,asia,1990,13300000,1650,52.4
Afghanistan,asia,1991,14500000,1520,52.9
Afghanistan,asia,1992,15800000,1010,53.1
Afghanistan,asia,1993,17100000,72,52.7
Afghanistan,asia,1994,18100000,1030,53.3
Afghanistan,asia,1995,18900000,94,53.8
Afghanistan,asia,1996,19400000,86,53.7
Afghanistan,asia,1997,19700000,800,52.8
Afghanistan,asia,1998,20200000,73,54.4
Afghanistan,asia,1999,20800000,68,54.6
Afghanistan,asia,2000,21600000,64,54.8
Afghanistan,asia,2001,22600000,1020,55.6
Afghanistan,asia,2002,23700000,1060,56.4
Afghanistan,asia,2003,24700000,1030,56.9
Afghanistan,asia,2004,25700000,1100,57.4
Afghanistan,asia,2005,26400000,1120,57.6
Afghanistan,asia,2006,27100000,1250,58
Afghanistan,asia,2007,27700000,1270,58.8
Afghanistan,asia,2008,28400000,1500,59.3
Afghanistan,asia,2009,29200000,1670,59.9
Afghanistan,asia,2010,30100000,1630,60.4
Afghanistan,asia,2011,31200000,1770,60.8
Afghanistan,asia,2012,32299999.999999996,1810,61.3
Afghanistan,asia,2013,33400000,1800,61.2
Afghanistan,asia,2014,34400000,1770,61.2
Afghanistan,asia,2015,35400000,1760,61.2
Afghanistan,asia,2016,36300000,1760,63.4
Afghanistan,asia,2017,37200000,1740,63.7
Afghanistan,asia,2018,38000000,1760,64.1
Afghanistan,asia,2019,38900000,1800,64.4
Afghanistan,asia,2020,39800000,1850,64.7
Afghanistan,asia,2021,40800000,1900,65.1
Angola,africa,1799,1570000,61,27
Angola,africa,1800,1570000,620,27
Angola,africa,1801,1570000,62,27
Angola,africa,1802,1570000,62,27
Angola,africa,1803,1570000,62,27
Angola,africa,1804,1570000,63,27
Angola,africa,1805,1570000,63,27
Angola,africa,1806,1570000,63,27
Angola,africa,1807,1570000,640,27
Angola,africa,1808,1570000,64,27
Angola,africa,1809,1570000,64,27
Angola,africa,1810,1570000,64,27
Angola,africa,1811,1570000,65,27
Angola,africa,1812,1570000,65,27
Angola,africa,1813,1570000,65,27
Angola,africa,1814,1570000,660,27
Angola,africa,1815,1570000,66,27
Angola,africa,1816,1570000,66,27
Angola,africa,1817,1570000,66,27
Angola,africa,1818,1570000,67,27
Angola,africa,1819,1580000,67,27
Angola,africa,1820,1590000,67,27
Angola,africa,1821,1610000,680,27
Angola,africa,1822,1640000,68,27
Angola,africa,1823,1660000,68,27
Angola,africa,1824,1690000,68,27
Angola,africa,1825,1710000,69,27
Angola,africa,1826,1740000,69,27
Angola,africa,1827,1760000,69,27
Angola,africa,1828,1790000,70,27
Angola,africa,1829,1810000,70,27
Angola,africa,1830,1840000,70,27
Angola,africa,1831,1870000,71,27
Angola,africa,1832,1900000,71,27
Angola,africa,1833,1920000,71,27
Angola,africa,1834,1950000,720,27
Angola,africa,1835,1980000,72,27
Angola,africa,1836,2009999.9999999998,72,27
Angola,africa,1837,2040000,730,27
Angola,africa,1838,2069999.9999999998,73,27
Angola,africa,1839,2100000,73,27
Angola,africa,1840,2130000,73,27
Angola,africa,1841,2160000,74,27
Angola,africa,1842,2190000,74,27
Angola,africa,1843,2230000,74,27
Angola,africa,1844,2260000,75,27
Angola,africa,1845,2290000,75,27
Angola,africa,1846,2330000,75,27
Angola,africa,1847,2360000,76,27
Angola,africa,1848,2390000,76,27
Angola,africa,1849,2420000,76,27
Angola,africa,1850,2450000,77,27
Angola,africa,1851,2470000,77,27
Angola,africa,1852,2490000,77,27
Angola,africa,1853,2510000,78,27
Angola,africa,1854,2530000,78,27
Angola,africa,1855,2550000,790,27
Angola,africa,1856,2570000,79,27
Angola,africa,1857,2600000,79,27
Angola,africa,1858,2620000,800,27
Angola,africa,1859,2640000,80,27
Angola,africa,1860,2660000,80,27
Angola,africa,1861,2680000,81,27
Angola,africa,1862,2710000,81,27
Angola,africa,1863,2730000,81,27
Angola,africa,1864,2750000,82,27
Angola,africa,1865,2780000,82,27
Angola,africa,1866,2800000,82,27
Angola,africa,1867,2820000,83,27
Angola,africa,1868,2840000,83,27
Angola,africa,1869,2870000,840,27
Angola,africa,1870,2890000,84,27.1
Angola,africa,1871,2910000,84,27.1
Angola,africa,1872,2930000,85,27.2
Angola,africa,1873,2940000,85,27.3
Angola,africa,1874,2960000,85,27.3
Angola,africa,1875,2980000,86,27.4
Angola,africa,1876,3000000,86,27.5
Angola,africa,1877,3020000,870,27.5
Angola,africa,1878,3040000,87,27.6
Angola,africa,1879,3060000,87,27.7
Angola,africa,1880,3080000,88,27.7
Angola,africa,1881,3100000,88,27.8
Angola,africa,1882,3120000,88,27.9
Angola,africa,1883,3140000,89,27.9
Angola,africa,1884,3160000,89,28
Angola,africa,1885,3180000,90,28.1
Angola,africa,1886,3200000,90,28.1
Angola,africa,1887,3220000,90,28.2
Angola,africa,1888,3230000,91,28.3
Angola,africa,1889,3240000,91,28.4
Angola,africa,1890,3240000,92,28.4
Angola,africa,1891,3240000,92,28.5
Angola,africa,1892,3230000,92,28.6
Angola,africa,1893,3210000,93,28.6
Angola,africa,1894,3200000,93,28.7
Angola,africa,1895,3190000,94,28.8
Angola,africa,1896,3180000,94,28.8
Angola,africa,1897,3170000,950,28.9
Angola,africa,1898,3150000,95,29
Angola,africa,1899,3140000,95,29
Angola,africa,1900,3120000,96,29.1
Angola,africa,1901,3100000,96,29.2
Angola,africa,1902,3080000,97,29.3
Angola,africa,1903,3060000,97,29.3
Angola,africa,1904,3040000,97,29.4
Angola,africa,1905,3020000,98,29.4
Angola,africa,1906,3000000,98,29.5
Angola,africa,1907,2980000,99,29.6
Angola,africa,1908,2960000,99,29.7
Angola,africa,1909,2950000,1000,29.7
Angola,africa,1910,2930000,1010,29.8
Angola,africa,1911,2920000,1010,29.9
Angola,africa,1912,2920000,1010,29.9
Angola,africa,1913,2910000,1050,30
Angola,africa,1914,2900000,1080,30.1
Angola,africa,1915,2890000,1110,30.1
Angola,africa,1916,2880000,1140,30.2
Angola,africa,1917,2870000,1170,11.7
Angola,africa,1918,2870000,1210,30.4
Angola,africa,1919,2880000,1250,30.4
Angola,africa,1920,2900000,1290,30.5
Angola,africa,1921,2940000,1330,30.6
Angola,africa,1922,2980000,1370,30.6
Angola,africa,1923,3030000,1410,30.7
Angola,africa,1924,3070000,1460,30.8
Angola,africa,1925,3120000,1500,30.8
Angola,africa,1926,3160000,1550,30.9
Angola,africa,1927,3210000,1600,31
Angola,africa,1928,3260000,1650,31
Angola,africa,1929,3310000,1700,31.1
Angola,africa,1930,3350000,1760,31.2
Angola,africa,1931,3400000,1810,31.2
Angola,africa,1932,3450000,1870,31.3
Angola,africa,1933,3500000,1930,31.4
Angola,africa,1934,3550000,1990,31.4
Angola,africa,1935,3600000,2060,31.5
Angola,africa,1936,3650000,2120,31.6
Angola,africa,1937,3700000,2190,31.6
Angola,africa,1938,3750000,2260,31.7
Angola,africa,1939,3810000,2330,31.8
Angola,africa,1940,3870000,2400,32.1
Angola,africa,1941,3940000,2480,32.5
Angola,africa,1942,4010000,2560,32.8
Angola,africa,1943,4080000,2640,33.1
Angola,africa,1944,4160000,2720,33.5
Angola,africa,1945,4230000,2810,33.8
Angola,africa,1946,4310000,2900,34.1
Angola,africa,1947,4390000,2990,34.5
Angola,africa,1948,4470000,3080,34.8
Angola,africa,1949,4550000,3180,35.2
Angola,africa,1950,4620000,3260,35.5
Angola,africa,1951,4710000,3340,36
Angola,africa,1952,4820000,3420,36.6
Angola,africa,1953,4940000,3290,37.1
Angola,africa,1954,5040000,3510,37.7
Angola,africa,1955,5140000,3400,38.3
Angola,africa,1956,5230000,3670,38.8
Angola,africa,1957,5310000,3810,39.4
Angola,africa,1958,5380000,3770,40
Angola,africa,1959,5450000,3860,40.6
Angola,africa,1960,5530000,4310,41.1
Angola,africa,1961,5610000,4130,41.7
Angola,africa,1962,5680000,4280,42.3
Angola,africa,1963,5730000,4700,42.9
Angola,africa,1964,5770000,4970,43.5
Angola,africa,1965,5780000,5190,44.1
Angola,africa,1966,5770000,5410,44.7
Angola,africa,1967,5770000,5250,45.3
Angola,africa,1968,5800000,5320,45.9
Angola,africa,1969,5890000,5570,46.5
Angola,africa,1970,6040000,5790,46.7
Angola,africa,1971,6250000,5690,46.9
Angola,africa,1972,6500000,6010,47.1
Angola,africa,1973,6760000,6060,47.3
Angola,africa,1974,7020000,5620,47.2
Angola,africa,1975,7280000,5010,47.2
Angola,africa,1976,7530000,4960,47.3
Angola,africa,1977,7790000,5070,47.4
Angola,africa,1978,8060000.000000001,5080,47.5
Angola,africa,1979,8340000,5110,47.6
Angola,africa,1980,8640000,4930,47.7
Angola,africa,1981,8950000,4610,47.7
Angola,africa,1982,9280000,4340,47.7
Angola,africa,1983,9610000,4260,47.8
Angola,africa,1984,9960000,4210,47.9
Angola,africa,1985,10300000,3760,47.9
Angola,africa,1986,10700000,4130,47.7
Angola,africa,1987,11100000,4650,47.5
Angola,africa,1988,11500000,4670,47.8
Angola,africa,1989,11800000,4760,47.9
Angola,africa,1990,12200000,4650,48.5
Angola,africa,1991,12700000,4240,48.6
Angola,africa,1992,13100000,3120,47.3
Angola,africa,1993,13500000,3060,48.7
Angola,africa,1994,13900000,3410,49.5
Angola,africa,1995,14400000,3750,50.1
Angola,africa,1996,14900000,3890,50.2
Angola,africa,1997,15400000,3950,49.3
Angola,africa,1998,15900000,3900,50.7
Angola,africa,1999,16399999.999999998,3890,51.7
Angola,africa,2000,16900000,3920,52.4
Angola,africa,2001,17500000,4320,53.5
Angola,africa,2002,18100000,4300,54.2
Angola,africa,2003,18800000,4610,54.8
Angola,africa,2004,19400000,5110,55.7
Angola,africa,2005,20100000,5500,56.4
Angola,africa,2006,20900000,6040,57.5
Angola,africa,2007,21700000,6470,58.4
Angola,africa,2008,22500000,6290,59.1
Angola,africa,2009,23400000,6360,59.9
Angola,africa,2010,24200000,6350,60.6
Angola,africa,2011,25100000,6650,61.3
Angola,africa,2012,26000000,6730,61.9
Angola,africa,2013,26900000,6810,62.8
Angola,africa,2014,27900000,6650,63.3
Angola,africa,2015,28800000,6260,63.8
Angola,africa,2016,29800000,6050,64.2
Angola,africa,2017,30800000,5730,64.6
Angola,africa,2018,31800000,5540,65
Angola,africa,2019,32900000,5440,65.4
Angola,africa,2020,33900000,5440,65.7
Angola,africa,2021,35000000,5460,66
Albania,europe,1799,400000,66,35.4
Albania,europe,1800,402000,66,35.4
Albania,europe,1801,404000,66,35.4
Albania,europe,1802,405000,66,35.4
Albania,europe,1803,407000,66,35.4
Albania,europe,1804,409000,66,35.4
Albania,europe,1805,411000,66,35.4
Albania,europe,1806,413000,66,35.4
Albania,europe,1807,414000,66,35.4
Albania,europe,1808,416000,66,35.4
Albania,europe,1809,418000,66,35.4
Albania,europe,1810,420000,66,35.4
Albania,europe,1811,422000,66,35.4
Albania,europe,1812,424000,66,35.4
Albania,europe,1813,426000,66,35.4
Albania,europe,1814,427000,66,35.4
Albania,europe,1815,429000,66,35.4
Albania,europe,1816,431000,66,35.4
Albania,europe,1817,433000,66,35.4
Albania,europe,1818,435000,66,35.4
Albania,europe,1819,437000,66,35.4
Albania,europe,1820,439000,67,35.4
Albania,europe,1821,441000,67,35.4
Albania,europe,1822,443000,67,35.4
Albania,europe,1823,445000,67,35.4
Albania,europe,1824,447000,67,35.4
Albania,europe,1825,449000,67,35.4
Albania,europe,1826,451000,680,35.4
Albania,europe,1827,453000,68,35.4
Albania,europe,1828,455000,68,35.4
Albania,europe,1829,457000,68,35.4
Albania,europe,1830,459000,68,35.4
Albania,europe,1831,461000,68,35.4
Albania,europe,1832,463000,68,35.4
Albania,europe,1833,465000,69,35.4
Albania,europe,1834,467000,69,35.4
Albania,europe,1835,470000,69,35.4
Albania,europe,1836,472000,69,35.4
Albania,europe,1837,474000,69,35.4
Albania,europe,1838,476000,69,35.4
Albania,europe,1839,478000,700,35.4
Albania,europe,1840,480000,70,35.4
Albania,europe,1841,482000,70,35.4
Albania,europe,1842,485000,70,35.4
Albania,europe,1843,487000,70,35.4
Albania,europe,1844,489000,70,35.4
Albania,europe,1845,491000,710,35.4
Albania,europe,1846,493000,71,35.4
Albania,europe,1847,496000,71,35.4
Albania,europe,1848,498000,71,35.4
Albania,europe,1849,501000,71,35.4
Albania,europe,1850,505000,71,35.4
Albania,europe,1851,510000,720,35.4
Albania,europe,1852,515000,72,35.4
Albania,europe,1853,520000,72,35.4
Albania,europe,1854,525000,72,35.4
Albania,europe,1855,530000,72,35.4
Albania,europe,1856,535000,72,35.4
Albania,europe,1857,540000,72,35.4
Albania,europe,1858,545000,73,35.4
Albania,europe,1859,551000,73,35.4
Albania,europe,1860,556000,73,35.4
Albania,europe,1861,561000,74,35.4
Albania,europe,1862,567000,75,35.4
Albania,europe,1863,572000,75,35.4
Albania,europe,1864,578000,76,35.4
Albania,europe,1865,584000,770,35.4
Albania,europe,1866,589000,77,35.4
Albania,europe,1867,595000,78,35.4
Albania,europe,1868,601000,78,35.4
Albania,europe,1869,606000,79,35.4
Albania,europe,1870,612000,80,35.4
Albania,europe,1871,618000,81,35.4
Albania,europe,1872,624000,83,35.4
Albania,europe,1873,630000,84,35.4
Albania,europe,1874,636000,85,35.4
Albania,europe,1875,642000,86,35.4
Albania,europe,1876,648000,88,35.4
Albania,europe,1877,655000,89,35.4
Albania,europe,1878,661000,90,35.4
Albania,europe,1879,667000,920,35.4
Albania,europe,1880,674000,93,35.4
Albania,europe,1881,680000,94,35.4
Albania,europe,1882,687000,96,35.4
Albania,europe,1883,693000,97,35.4
Albania,europe,1884,700000,990,35.4
Albania,europe,1885,707000,1010,35.4
Albania,europe,1886,714000,1020,35.4
Albania,europe,1887,720000,1030,35.4
Albania,europe,1888,727000,1050,35.4
Albania,europe,1889,735000,1070,35.4
Albania,europe,1890,742000,1080,35.4
Albania,europe,1891,749000,1100,35.4
Albania,europe,1892,757000,1110,35.4
Albania,europe,1893,764000,1130,35.4
Albania,europe,1894,772000,1140,35.4
Albania,europe,1895,780000,1160,35.4
Albania,europe,1896,788000,1170,35.4
Albania,europe,1897,795000,1190,35.4
Albania,europe,1898,803000,1200,35.4
Albania,europe,1899,811000,1220,35.4
Albania,europe,1900,819000,1240,35.4
Albania,europe,1901,826000,1250,35.4
Albania,europe,1902,834000,1270,35.4
Albania,europe,1903,842000,1290,35.4
Albania,europe,1904,849000,1300,35.4
Albania,europe,1905,857000,1320,35.4
Albania,europe,1906,865000,1340,35.4
Albania,europe,1907,873000,1350,35.4
Albania,europe,1908,881000,1370,35.4
Albania,europe,1909,888000,1390,35.4
Albania,europe,1910,895000,1410,35.4
Albania,europe,1911,901000,1430,35.4
Albania,europe,1912,907000,1450,35.4
Albania,europe,1913,913000,1460,35.4
Albania,europe,1914,919000,1470,35.4
Albania,europe,1915,926000,1480,35.4
Albania,europe,1916,932000,1490,35.4
Albania,europe,1917,938000,1510,19.4
Albania,europe,1918,944000,1520,35.4
Albania,europe,1919,949000,1530,35.4
Albania,europe,1920,955000,1550,35.4
Albania,europe,1921,960000,1560,35.4
Albania,europe,1922,965000,1570,35.4
Albania,europe,1923,970000,1580,35.4
Albania,europe,1924,975000,1600,35.4
Albania,europe,1925,980000,1610,35.4
Albania,europe,1926,985000,1620,35.4
Albania,europe,1927,990000,1640,35.4
Albania,europe,1928,997000,1650,35.4
Albania,europe,1929,1000000,1660,36.3
Albania,europe,1930,1010000,1660,37.2
Albania,europe,1931,1020000,1670,38.1
Albania,europe,1932,1030000,1680,39
Albania,europe,1933,1040000,1680,39.9
Albania,europe,1934,1050000,1690,40.7
Albania,europe,1935,1060000,1690,41.6
Albania,europe,1936,1080000,1700,42.5
Albania,europe,1937,1090000,1710,43.4
Albania,europe,1938,1100000,1710,43
Albania,europe,1939,1110000,1720,42
Albania,europe,1940,1120000,1730,41.5
Albania,europe,1941,1140000,1730,40
Albania,europe,1942,1150000,1740,37
Albania,europe,1943,1160000,1750,34
Albania,europe,1944,1180000,1750,47
Albania,europe,1945,1190000,1760,50
Albania,europe,1946,1210000,1760,51.5
Albania,europe,1947,1220000,1770,52.4
Albania,europe,1948,1240000,1780,53.3
Albania,europe,1949,1260000,1780,54.1
Albania,europe,1950,1290000,1860,54.4
Albania,europe,1951,1320000,1860,54.8
Albania,europe,1952,1350000,1940,55.4
Albania,europe,1953,1380000,2000,56.1
Albania,europe,1954,1420000,2100,57
Albania,europe,1955,1460000,2130,57.9
Albania,europe,1956,1500000,2260,58.9
Albania,europe,1957,1540000,2360,60
Albania,europe,1958,1590000,2460,61.1
Albania,europe,1959,1640000,2590,62.2
Albania,europe,1960,1690000,2610,63.3
Albania,europe,1961,1740000,2690,64.2
Albania,europe,1962,1790000,2790,64.9
Albania,europe,1963,1840000,2880,65.4
Albania,europe,1964,1900000,2990,65.8
Albania,europe,1965,1950000,3100,66.1
Albania,europe,1966,2000000,3220,66.3
Albania,europe,1967,2049999.9999999998,3330,66.4
Albania,europe,1968,2100000,3440,66.6
Albania,europe,1969,2150000,3570,66.9
Albania,europe,1970,2200000,3710,67.5
Albania,europe,1971,2250000,3860,68.1
Albania,europe,1972,2310000,4050,68.7
Albania,europe,1973,2360000,4070,69.3
Albania,europe,1974,2410000,4080,69.8
Albania,europe,1975,2460000,4100,70.3
Albania,europe,1976,2520000,4120,70.8
Albania,europe,1977,2570000,4140,71.2
Albania,europe,1978,2630000,4160,71.5
Albania,europe,1979,2680000,4190,71.7
Albania,europe,1980,2740000,4210,71.8
Albania,europe,1981,2790000,4230,72
Albania,europe,1982,2840000,4260,72.1
Albania,europe,1983,2900000,4280,72.3
Albania,europe,1984,2970000,4300,72.4
Albania,europe,1985,3040000,4330,72.6
Albania,europe,1986,3120000,4360,72.6
Albania,europe,1987,3200000,4390,72.8
Albania,europe,1988,3260000,4420,73.1
Albania,europe,1989,3290000,4460,73.3
Albania,europe,1990,3280000,3230,73
Albania,europe,1991,3250000,3020,73.4
Albania,europe,1992,3200000,3320,73.9
Albania,europe,1993,3150000,3620,74.5
Albania,europe,1994,3110000,4130,74.6
Albania,europe,1995,3100000,4530,74.4
Albania,europe,1996,3100000,4060,72.5
Albania,europe,1997,3110000,4450,74.5
Albania,europe,1998,3120000,5060,74.6
Albania,europe,1999,3130000,5440,74.9
Albania,europe,2000,3130000,5950,75.2
Albania,europe,2001,3130000,6240,75.3
Albania,europe,2002,3120000,6610,75.4
Albania,europe,2003,3100000,7000,75.6
Albania,europe,2004,3090000,7430,76
Albania,europe,2005,3060000,7910,76.4
Albania,europe,2006,3030000,8450,76.9
Albania,europe,2007,3000000,9160,77
Albania,europe,2008,2970000,9530,77.5
Albania,europe,2009,2950000,9930,77.6
Albania,europe,2010,2930000,10200,77.7
Albania,europe,2011,2910000,10400,77.8
Albania,europe,2012,2900000,10500,77.9
Albania,europe,2013,2900000,10700,77.9
